sub_category,series_ticker,time_bucket,price_bucket,total_markets,wins,losses,accuracy,avg_profit,total_profit,profitable_yes_no,sample_tickers
Sports > Soccer > FA Cup,KXFACUPGAME,0-1h,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXFACUPGAME-26JAN11SHUMAT-MAT|KXFACUPGAME-26JAN10STKCOV-STK
Sports > Soccer > Serie A,KXSERIEATOTAL,0-1h,96-98¢,5,5,0,100.0,2.6,13.0,yes,KXSERIEATOTAL-26FEB08SASINT-4|KXSERIEATOTAL-26FEB08SASINT-3|KXSERIEATOTAL-26FEB08JUVLAZ-3|KXSERIEATOTAL-26FEB07GENNAP-4|KXSERIEATOTAL-26FEB07GENNAP-3
Sports > Tennis > WTA,KXWTAMATCH,0-1h,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXWTAMATCH-26FEB05PARBAR-PAR|KXWTAMATCH-26FEB04ZARKAR-KAR
Sports > Basketball > NBA,KXNBA3PT,3-6h,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXNBA3PT-26FEB11LACHOU-LACKLEONARD2-1|KXNBA3PT-26FEB11PORMIN-MINAEDWARDS5-4
Sports > Soccer > La Liga,KXLALIGATOTAL,0-1h,96-98¢,4,4,0,100.0,3.25,13.0,yes,KXLALIGATOTAL-26JAN24VCFESP-2|KXLALIGATOTAL-26JAN19ELCSEV-1|KXLALIGATOTAL-26JAN17MALATH-3|KXLALIGATOTAL-26JAN10VILALA-3
Economics > Employment & Fed,KXPAYROLLS,1-3h,96-98¢,4,4,0,100.0,3.25,13.0,yes,KXPAYROLLS-26JAN-T70000|KXPAYROLLS-26JAN-T50000|KXPAYROLLS-26JAN-T40000|KXPAYROLLS-26JAN-T100000
Financials > Forex,KXGBP,12-24h,93-95¢,2,2,0,100.0,6.5,13.0,yes,GBP-22JUL28-T1.205|GBP-22JUL14-T1.180
Sports > Esports > League of Legends,KXLOLTOTALMAPS,12-24h,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXLOLTOTALMAPS-26JAN25BROKT-3|KXLOLTOTALMAPS-26JAN22DKCFOXY-3
Sports > Tennis > ATP,KXATPDOUBLES,1-3h,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXATPDOUBLES-25NOV14SALSKUHARKIN-SALSKU|KXATPDOUBLES-25NOV12HELPATSALSKU-SALSKU
Sports > Football > NFL,KXNFLPASSYDS,0-1h,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXNFLPASSYDS-26JAN18LACHI-CHICWILLIAMS18-225|KXNFLPASSYDS-26JAN12HOUPIT-HOUCSTROUD7-250
Sports > Tennis > ATP Italian Open,KXATPIT,12-24h,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXATPIT-25DELDE-DE|KXATPIT-25SINNAV-SIN
Climate and Weather > Temperature,KXLOWTPHIL,24h+,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXLOWTPHIL-26FEB04-T20|KXLOWTPHIL-26FEB03-T15
Sports > Hockey > NHL,KXNHLGAME,0-1h,96-98¢,5,5,0,100.0,2.6,13.0,yes,KXNHLGAME-26FEB05NYINJ-NYI|KXNHLGAME-26FEB03BUFTB-TB|KXNHLGAME-26JAN29WSHDET-WSH|KXNHLGAME-26JAN27NSHBOS-BOS|KXNHLGAME-26JAN27VGKMTL-MTL
Mentions > Mentions,KXSNLMENTION,12-24h,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXSNLMENTION-25OCT19-WIG|KXSNLMENTION-25OCT19-DREA
Sports > Pickleball > Pickleball,KXPICKLEBALLGAMES,24h+,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXPICKLEBALLGAMES-HJOHJMART25OCT10-JMART|KXPICKLEBALLGAMES-JOHKLIMCGBAR25OCT10-JOHKLI
Sports > Soccer > AFCON,KXAFCONGAME,1-3h,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXAFCONGAME-26JAN03MLITUN-TIE|KXAFCONGAME-25DEC23TUNUGA-TUN
Sports > Soccer > Bundesliga,KXBUNDESLIGATOTAL,24h+,93-95¢,2,2,0,100.0,6.5,13.0,yes,KXBUNDESLIGATOTAL-26JAN24BMUFCA-1|KXBUNDESLIGATOTAL-26JAN11BMUWOB-1
Sports > Soccer > English Premier League,KXEPLSPREAD,0-1h,96-98¢,5,5,0,100.0,2.4,12.0,yes,KXEPLSPREAD-26FEB07ARSSUN-ARS2|KXEPLSPREAD-26FEB02SUNBUR-SUN1|KXEPLSPREAD-26JAN31LEEARS-ARS1|KXEPLSPREAD-26JAN31WOLBOU-BOU1|KXEPLSPREAD-26JAN31LFCNEW-LFC2
Climate and Weather > Temperature,KXLOWTMIA,0-1h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXLOWTMIA-26FEB05-B48.5|KXLOWTMIA-26JAN18-B57.5
Sports > Tennis > ATP,KXATPEXACTMATCH,6-12h,96-98¢,4,4,0,100.0,3.0,12.0,yes,KXATPEXACTMATCH-26JAN25SHERUU-SHE31|KXATPEXACTMATCH-26JAN24DARSIN-SIN30|KXATPEXACTMATCH-26JAN24BUBDE-DE30|KXATPEXACTMATCH-26JAN23WAWFRI-FRI31
Entertainment > Music charts,KXBILLBOARDRUNNERUPSONG,12-24h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXBILLBOARDRUNNERUPSONG-26FEB07-CHO|KXBILLBOARDRUNNERUPSONG-26JAN17-ORD
Mentions > Mentions,KXCONGRESSMENTION,3-6h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXCONGRESSMENTION-26FEB11-BODY|KXCONGRESSMENTION-26FEB12-ELEC
Sports > Soccer > Liga MX,KXLIGAMXGAME,1-3h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXLIGAMXGAME-26FEB06MAZCDG-CDG|KXLIGAMXGAME-25DEC11TIGTOL-TIG
Sports > Cricket > T20,KXCRICKETT20IMATCH,1-3h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXCRICKETT20IMATCH-25DEC22MYABHU-BHU|KXCRICKETT20IMATCH-25DEC14SAIND-IND
Sports > Baseball > MLB,KXMLBTOTAL,6-12h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXMLBTOTAL-25NOV01LADTOR-3|KXMLBTOTAL-25OCT27TORLAD-5
Economics > Energy Prices,KXAAAGASW,24h+,90-92¢,22,20,2,90.9,0.55,12.0,yes,KXAAAGASW-25NOV10-3.036|KXAAAGASW-25SEP22-3.177|KXAAAGASW-25SEP01-3.161|KXAAAGASW-25AUG25-3.137|KXAAAGASW-25AUG04-3.143
World > Flight Delays,KXFLIGHTORD,3-6h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXFLIGHTORD-25NOV12-T400|FLIGHTORD-22AUG06-T500
Climate and Weather > Temperature,KXLOWTPHIL,12-24h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXLOWTPHIL-26FEB02-T14|KXLOWTPHIL-26JAN25-B14.5
Sports > Other Sports,KXARGLNBGAME,3-6h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXARGLNBGAME-26JAN08SLAQSE-QSE|KXARGLNBGAME-26JAN08OLBIND-IND
Climate and Weather > Temperature,KXHIGHTNOLA,12-24h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXHIGHTNOLA-26JAN17-B58.5|KXHIGHTNOLA-26JAN15-B53.5
Sports > Basketball > NBA,KXNBABLK,0-1h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXNBABLK-26FEB07DALSAS-SASVWEMBANYAMA1-2|KXNBABLK-26FEB05SASDAL-DALCFLAGG32-2
Sports > Esports > League of Legends,KXLOLGAMES,12-24h,93-95¢,2,2,0,100.0,6.0,12.0,yes,KXLOLGAMES-GENPSG25-GEN|KXLOLGAMES-HANANY25-ANY
Sports > Tennis > French Open Men's Singles,KXFOMEN,12-24h,96-98¢,3,3,0,100.0,4.0,12.0,yes,KXFOMEN-25ZVEDEJ-ZVE|KXFOMEN-25MARALC-ALC|KXFOMEN-25SINRIN-SIN
Mentions > Mentions,KXCOLBERTMENTION,6-12h,96-98¢,4,4,0,100.0,3.0,12.0,yes,KXCOLBERTMENTION-26JAN13-REPU|KXCOLBERTMENTION-25NOV21-ELEC|KXCOLBERTMENTION-25OCT21-KAMA|KXCOLBERTMENTION-25OCT21-ECON
Sports > Football > NCAA Football,KXNCAAFPREPACKSGP,1-3h,93-95¢,2,2,0,100.0,5.5,11.0,yes,KXNCAAFPREPACKSGP-26JAN09OREIND-INDO46|KXNCAAFPREPACKSGP-26JAN01MISSUGA-MISSO56
Sports > MMA > UFC,KXUFCMOF,0-1h,96-98¢,4,4,0,100.0,2.75,11.0,yes,KXUFCMOF-26JAN31TUITEI-DEC|KXUFCMOF-26JAN31FIZRUF-KOTKODQ|KXUFCMOF-26JAN24NURFIG-DEC|KXUFCMOF-26JAN24ALLSIL-DEC
Mentions > Mentions,KXNFLMENTION,24h+,93-95¢,2,2,0,100.0,5.5,11.0,yes,KXNFLMENTION-SB26-COME|KXNFLMENTION-26JAN18LACHI-WIND
Sports > Other Sports,KXCBAGAME,24h+,93-95¢,2,2,0,100.0,5.5,11.0,yes,KXCBAGAME-26JAN15SBWZHE-ZHE|KXCBAGAME-26JAN12SBWZGB-ZGB
Sports > Football > NFL,KXNFLSPREAD,0-1h,96-98¢,4,4,0,100.0,2.75,11.0,yes,KXNFLSPREAD-26FEB08SEANE-SEA4|KXNFLSPREAD-26JAN17SFSEA-SEA20|KXNFLSPREAD-26JAN11LACNE-NE7|KXNFLSPREAD-26JAN11LACNE-NE3
Transportation > Transportation,KXTSA,6-12h,93-95¢,2,2,0,100.0,5.5,11.0,yes,TSA-21OCT14-T2|TSA-21SEP01-T1.4
Sports > Football > NCAA Football,KXNCAAFTOTAL,0-1h,93-95¢,2,2,0,100.0,5.5,11.0,yes,KXNCAAFTOTAL-25DEC30USCTCU-55|KXNCAAFTOTAL-25DEC27CONNARMY-56
Sports > Esports > Counter-Strike,KXCSGOGAME,0-1h,93-95¢,2,2,0,100.0,5.5,11.0,yes,KXCSGOGAME-25DEC07FALG2-FAL|KXCSGOGAME-25NOV29FAZEAUR-FAZE
Sports > Baseball > MLB,KXMLBGAME,1-3h,96-98¢,3,3,0,100.0,3.67,11.0,yes,KXMLBGAME-25OCT15TORSEA-TOR|KXMLBGAME-25SEP27CINMIL-CIN|KXMLBGAME-25SEP26CWSWSH-CWS
World > Flight Delays,KXFLIGHTJFK,6-12h,96-98¢,4,4,0,100.0,2.75,11.0,yes,KXFLIGHTJFK-25NOV10-T400|FLIGHTJFK-22AUG10-T400|FLIGHTJFK-22AUG04-T400|FLIGHTJFK-22JUL18-T300
Mentions > Mentions,KXNCAAMENTION,3-6h,96-98¢,4,4,0,100.0,2.75,11.0,yes,KXNCAAMENTION-CFBC26-TURF|KXNCAAMENTION-26JAN02ARIZSMU-SCHE|KXNCAAMENTION-26JAN02ARIZSMU-RECR|KXNCAAMENTION-26JAN02WAKEMSST-WILD
Climate and Weather > Temperature,KXLOWTAUS,0-1h,93-95¢,2,2,0,100.0,5.5,11.0,yes,KXLOWTAUS-26JAN31-B23.5|KXLOWTAUS-26JAN13-B45.5
Entertainment > Movies,KXNETFLIXRANKMOVIE,24h+,93-95¢,2,2,0,100.0,5.5,11.0,yes,KXNETFLIXRANKMOVIE-26JAN19-RIP|KXNETFLIXRANKMOVIE-25NOV10-FRA
Sports > Tennis > French Open Men's Singles,KXFOMEN,3-6h,96-98¢,4,4,0,100.0,2.75,11.0,yes,KXFOMEN-25KHAPAU-PAU|KXFOMEN-25SHAMIS-MIS|KXFOMEN-25FUCPAU-PAU|KXFOMEN-25JARFIL-FIL
Sports > Tennis > French Open Men's Singles,KXFOMEN,24h+,96-98¢,4,4,0,100.0,2.75,11.0,yes,KXFOMEN-25SINBUB-SIN|KXFOMEN-25SHEALC-ALC|KXFOMEN-25UGOMUN-MUN|KXFOMEN-25HURFON-FON
Sports > Hockey > AHL,KXAHLGAME,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXAHLGAME-26FEB04SPRSYR-SYR
Sports > Esports > Counter-Strike,KXCS2MAP,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXCS2MAP-26FEB10MOUPSSNUA-1-PSSNUA
Sports > Esports > Counter-Strike,KXCSGOGAME,12-24h,93-95¢,2,2,0,100.0,5.0,10.0,yes,KXCSGOGAME-25NOV30ASTFLY-AST|KXCSGOGAME-25NOV30IMPFNC-IMP
Financials > Forex,KXEUROIMF,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,EUROIMF-09AUG22-T1.015
Sports > Baseball > MLB,KXMLBTOTAL,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXMLBTOTAL-25OCT29TORLAD-3
Economics > Energy Prices,KXGAS,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,GAS-23APR24-T3.60
Sports > Tennis > ATP Challenger,KXATPCHALLENGERMATCH,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXATPCHALLENGERMATCH-26FEB11IMASWE-SWE
Sports > Motorsport > Formula 1,KXF1RACE,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXF1RACE-AZEGP25-VER
Sports > Basketball > NBA,KXNBA3D,1-3h,96-98¢,3,3,0,100.0,3.33,10.0,yes,KXNBA3D-26FEB10INDNYK-NYKJHART3|KXNBA3D-26FEB07HOUOKC-HOUASENGUN28|KXNBA3D-26FEB05UTAATL-ATLJJOHNSON1
Entertainment > Apps,KXAPPRANKFREE,0-1h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXAPPRANKFREE-25OCT25-SOR
Entertainment > Movies,KXNETFLIXRANKMOVIERUNNERUP,0-1h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNETFLIXRANKMOVIERUNNERUP-25DEC01-KPO
World > Flight Delays,KXFLIGHTJFK,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,FLIGHTJFK-22AUG09-T400
Sports > Tennis > United Cup,KXUNITEDCUPMATCH,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXUNITEDCUPMATCH-26JAN03GAUSIE-GAU
World > Flight Delays,KXFLIGHTORD,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,FLIGHTORD-22AUG21-T500
Sports > Tennis > United Cup,KXUNITEDCUPMATCH,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXUNITEDCUPMATCH-26JAN08BERMEN-BER
Climate and Weather > Temperature,KXLOWTMIA,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXLOWTMIA-26JAN26-T59
World > Flight Delays,KXFLIGHTLAX,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,FLIGHTLAX-22JUL15-T250
Climate and Weather > Temperature,KXLOWTMIA,12-24h,96-98¢,3,3,0,100.0,3.33,10.0,yes,KXLOWTMIA-26FEB10-B56.5|KXLOWTMIA-26FEB03-B44.5|KXLOWTMIA-26JAN20-B56.5
Sports > Esports > Counter-Strike,KXCS2GAME,1-3h,96-98¢,3,3,0,100.0,3.33,10.0,yes,KXCS2GAME-26FEB10K27FNC-FNC|KXCS2GAME-26FEB02NAVIFURIA-FURIA|KXCS2GAME-26JAN28G2PSSNUA-G2
Entertainment > Music charts,KXSPOTIFYD,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXSPOTIFYD-26JAN31-GRE
Economics > Inflation,KXCPICOREYOY,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXCPICOREYOY-25JUL-T2.9
Sports > Esports > Counter-Strike,KXCS2TOTALMAPS,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXCS2TOTALMAPS-26JAN14GLPSSNUA-3
Economics > Inflation,KXCPIUSEDCAR,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,CPIUSEDCAR-23NOV-T0
Sports > Basketball > NBA,KXWNBAGAME,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXWNBAGAME-25SEP14GSVMIN-MIN
Sports > Other Sports,KXCBAGAME,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXCBAGAME-26JAN17GLLZHE-ZHE
Sports > Soccer > Liga Portugal,KXLIGAPORTUGALGAME,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXLIGAPORTUGALGAME-25DEC28SPORAV-SPO
Entertainment > Music charts,KXSPOTIFYGLOBALD,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXSPOTIFYGLOBALD-26FEB02-END
Economics > Inflation,KXCPIGAS,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXCPIGAS-25FEB-T-2
Climate and Weather > Temperature,KXHIGHMIA,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXHIGHMIA-26JAN21-T72
Climate and Weather > Temperature,KXHIGHTDC,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXHIGHTDC-26JAN16-B38.5
Sports > Soccer > Saudi Pro League,KXSAUDIPLGAME,24h+,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXSAUDIPLGAME-26FEB01ITJNAJ-ITJ
Sports > Soccer > Scottish Premiership,KXSCOTTISHPREMGAME,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXSCOTTISHPREMGAME-26JAN31LIVMOT-MOT
Mentions > Mentions,KXCONGRESSMENTION,1-3h,96-98¢,3,3,0,100.0,3.33,10.0,yes,KXCONGRESSMENTION-26FEB13-TERR|KXCONGRESSMENTION-26FEB13-SANC|KXCONGRESSMENTION-26FEB05-LIDA
Mentions > Mentions,KXVANCEMENTION,3-6h,93-95¢,2,2,0,100.0,5.0,10.0,yes,KXVANCEMENTION-26FEB05-MANU|KXVANCEMENTION-25NOV21-TARI
Health > COVID-19,KXVAXX,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,VAXX-21AUG23-T201
Climate and Weather > Temperature,KXHIGHLAX,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXHIGHLAX-26FEB07-B70.5
Entertainment > Music charts,KXSPOTIFY2D,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXSPOTIFY2D-26FEB07-BAI
Entertainment > Music charts,KXSPOTIFYARTISTD,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXSPOTIFYARTISTD-26JAN29-DRA
Sports > Basketball > NBA,KXNBABLK,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNBABLK-26FEB10INDNYK-NYKMBRIDGES25-1
Economics > Employment & Fed,KXPAYROLLS,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXPAYROLLS-26JAN-T60000
Sports > Esports > FIFA,KXFIFAGAME,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXFIFAGAME-25NOV18KENSEN-SEN
Sports > Esports > Dota 2,KXDOTA2GAME,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXDOTA2GAME-26JAN27PIPZ10-PIP
Sports > Esports > FIFA,KXFIFAGAME,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXFIFAGAME-25NOV17FINAND-FIN
Economics > Inflation,KXCPIYOY,0-1h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXCPIYOY-25JUN-T2.5
Entertainment > Movies,KXNETFLIXRANKMOVIE,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNETFLIXRANKMOVIE-26FEB02-THE
Entertainment > Movies,KXNETFLIXRANKSHOWRUNNERUP,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNETFLIXRANKSHOWRUNNERUP-26JAN26-SKY
Entertainment > Movies,KXNETFLIXRANKSHOW,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNETFLIXRANKSHOW-25DEC29-STR
Mentions > Mentions,KXMAMDANIMENTION,3-6h,93-95¢,2,2,0,100.0,5.0,10.0,yes,KXMAMDANIMENTION-26FEB28-SAFE|KXMAMDANIMENTION-26FEB24-ECON
Politics > Approval Ratings,KX538APPROVE,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,538APPROVE-24SEP25-B41.0
Sports > Other Sports,KXEUROLEAGUEGAME,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXEUROLEAGUEGAME-26JAN06KPBMON-MON
Sports > Pickleball > Pickleball,KXPICKLEBALLGAMES,1-3h,93-95¢,2,2,0,100.0,5.0,10.0,yes,KXPICKLEBALLGAMES-LOOFUEMMLOY25OCT08-EMMLOY|KXPICKLEBALLGAMES-HOVARNSTOFRE25OCT08-HOVARN
Politics > Approval Ratings,KX538APPROVEMAX,12-24h,96-98¢,3,3,0,100.0,3.33,10.0,yes,538APPROVEMAX-24AUG31-T39|538APPROVEMAX-24JUN30-T39|538APPROVEMAX-24MAR31-T40
Politics > Approval Ratings,KX538APPROVE,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KX538APPROVE-25JAN15-B36.6
Sports > Football > NFL,KXNFLPASSYDS,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNFLPASSYDS-26FEB08SEANE-SEASDARNOLD14-175
Climate and Weather > Temperature,KXHIGHNY,24h+,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXHIGHNY-26JAN15-B47.5
Sports > Tennis > ATP Italian Open,KXATPIT,0-1h,93-95¢,2,2,0,100.0,5.0,10.0,yes,KXATPIT-25SHEMUN-MUN|KXATPIT-25MARRUB-MAR
Sports > Tennis > ATP Italian Open,KXATPIT,3-6h,93-95¢,2,2,0,100.0,5.0,10.0,yes,KXATPIT-25HURMEN-HUR|KXATPIT-25MOURUN-MOU
Climate and Weather > Temperature,KXHIGHCHI,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXHIGHCHI-26JAN22-B28.5
Climate and Weather > Temperature,KXHIGHNY,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXHIGHNY-26FEB10-B36.5
Sports > Esports > Rainbow Six Siege,KXR6MAP,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXR6MAP-26FEB05OXGSSG-1-SSG
Sports > Esports > Rainbow Six Siege,KXR6MAP,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXR6MAP-26FEB06DAYFLCS-2-FLCS
Sports > Esports > Rainbow Six Siege,KXR6MAP,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXR6MAP-26FEB06DAYFLCS-1-FLCS
Economics > Employment & Fed,KXJOBLESS,24h+,90-92¢,1,1,0,100.0,10.0,10.0,yes,JOBLESS-22AUG06-C250
Sports > Esports > League of Legends,KXLOLGAME,3-6h,90-92¢,11,10,1,90.9,0.91,10.0,yes,KXLOLGAME-26FEB10DRXCHLE-DRXC|KXLOLGAME-26FEB09WETES-TES|KXLOLGAME-26FEB08FLYC9-C9|KXLOLGAME-26FEB07SENTL-TL|KXLOLGAME-26FEB02PNGVKS-VKS
Politics > Other Politics,KXAPRPOTUS,1-3h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXAPRPOTUS-26FEB06-42.4
Economics > Employment & Fed,KXJOBLESS,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,JOBLESS-21NOV27-C200
Economics > Employment & Fed,KXJOBLESS,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,JOBLESS-22JUN04-C200
Sports > Soccer > FA Cup,KXFACUPGAME,24h+,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXFACUPGAME-26JAN10MCIEXC-MCI
Health > COVID-19,KXCASED,3-6h,93-95¢,2,2,0,100.0,5.0,10.0,yes,CASED-22JAN24-T900|CASED-21DEC01-T105
Sports > Other Sports,KXARGLNBGAME,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXARGLNBGAME-26FEB101900BOCARJ-BOC
Sports > Soccer > FA Cup,KXFACUPADVANCE,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXFACUPADVANCE-26JAN10CHACFC-CFC
Sports > Soccer > Japan J League,KXJLEAGUEGAME,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXJLEAGUEGAME-26FEB08NGESHI-NGE
Sports > Football > NFL,KXNFLTEAMTOTAL,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNFLTEAMTOTAL-26JAN11BUFJAC-JAC17
Sports > Esports > Rainbow Six Siege,KXR6GAME,24h+,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXR6GAME-26FEB03EPFLU-FLU
Sports > Esports > Rainbow Six Siege,KXR6GAME,6-12h,96-98¢,3,3,0,100.0,3.33,10.0,yes,KXR6GAME-26JAN17SNLIQUID-LIQUID|KXR6GAME-26JAN10GENGTM-TM|KXR6GAME-26JAN09AWOORG-ORG
Climate and Weather > Temperature,KXHIGHCHI,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXHIGHCHI-26FEB05-B29.5
Sports > Football > NFL,KXNFLPASSTDS,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNFLPASSTDS-25DEC28CHISF-SFBPURDY13-1
Sports > Football > NCAA Football,KXNCAAFSPREAD,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNCAAFSPREAD-26JAN02RICETXST-TXST2
Sports > Football > NFL,KXNFLGAME,1-3h,96-98¢,3,3,0,100.0,3.33,10.0,yes,KXNFLGAME-25DEC14NYJJAC-JAC|KXNFLGAME-25DEC14ARIHOU-HOU|KXNFLGAME-25NOV30MINSEA-SEA
Sports > Soccer > AFCON,KXAFCONADVANCE,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXAFCONADVANCE-26JAN05EGYBEN-EGY
Sports > Soccer > AFCON,KXAFCONADVANCE,24h+,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXAFCONADVANCE-26JAN04MARTAN-MAR
Financials > Stock Indices,KXNASDAQ100Z,0-1h,96-98¢,4,4,0,100.0,2.5,10.0,yes,NASDAQ100Z-24MAR19-T17985.01|NASDAQ100Z-24JAN12-T16820.90|NASDAQ100Z-23DEC11-T16084.69|NASDAQ100Z-23OCT23-T14560.88
Health > COVID-19,KXBOOSTER,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,BOOSTER-21DEC20-T60
Sports > Basketball > NBA,KXNBA3PT,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNBA3PT-26FEB11NYKPHI-PHITMAXEY0-2
Economics > Other Economics,KXFEAR,1-3h,93-95¢,2,2,0,100.0,5.0,10.0,yes,KXFEAR-25JUN27-GREED|KXFEAR-25MAR25-FEAR
Sports > MMA > UFC,KXUFCFIGHT,24h+,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXUFCFIGHT-25DEC06ABDTRO-ABD
Sports > Hockey > NHL,KXNHLTOTAL,24h+,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNHLTOTAL-26JAN31SEAVGK-3
Economics > Inflation,KXCPIYOY,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXCPIYOY-25MAY-T2.3
Sports > Hockey > NHL,KXNHLGAME,3-6h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXNHLGAME-26FEB05FLATB-TB
Economics > Other Economics,KXFEAR,12-24h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXFEAR-25JUL25-GREED
Sports > Soccer > UEFA Champions League,KXUCLTOTAL,6-12h,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXUCLTOTAL-26JAN28PSVBMU-1
Climate and Weather > Temperature,KXHIGHAUS,24h+,90-92¢,1,1,0,100.0,10.0,10.0,yes,KXHIGHAUS-26JAN24-T55
